cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
1221	3	223.14	0	223.14	940878	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:5687###Urine_37_Top10_POS.mzXML:5802###Urine_64_Top10_POS.mzXML:5420###	 	G1,G2,	846.824333333	8.6438060097	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1221	2	0
1222	2	223.17	0	223.17	1.46796e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3486###Urine_64_Top10_POS.mzXML:3313###	 	G1,G2,	525.0785	0.0205060966544	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1222	2	0
1223	194	224.179	0	224.179	4.00413e+08	95	99	0	0	0	0	Urine_37_Top10_POS.mzXML:10###Urine_37_Top10_POS.mzXML:103###Urine_37_Top10_POS.mzXML:190###Urine_37_Top10_POS.mzXML:282###Urine_37_Top10_POS.mzXML:372###Urine_37_Top10_POS.mzXML:462###Urine_37_Top10_POS.mzXML:554###Urine_37_Top10_POS.mzXML:645###Urine_37_Top10_POS.mzXML:737###Urine_37_Top10_POS.mzXML:827###Urine_37_Top10_POS.mzXML:914###Urine_37_Top10_POS.mzXML:1003###Urine_37_Top10_POS.mzXML:1091###Urine_37_Top10_POS.mzXML:1177###Urine_37_Top10_POS.mzXML:1270###Urine_37_Top10_POS.mzXML:1377###Urine_37_Top10_POS.mzXML:1490###Urine_37_Top10_POS.mzXML:1600###Urine_37_Top10_POS.mzXML:1715###Urine_37_Top10_POS.mzXML:1836###Urine_37_Top10_POS.mzXML:1965###Urine_37_Top10_POS.mzXML:2083###Urine_37_Top10_POS.mzXML:2207###Urine_37_Top10_POS.mzXML:2326###Urine_37_Top10_POS.mzXML:2445###Urine_37_Top10_POS.mzXML:2566###Urine_37_Top10_POS.mzXML:2706###Urine_37_Top10_POS.mzXML:2834###Urine_37_Top10_POS.mzXML:3077###Urine_37_Top10_POS.mzXML:3205###Urine_37_Top10_POS.mzXML:3325###Urine_37_Top10_POS.mzXML:3448###Urine_37_Top10_POS.mzXML:3567###Urine_37_Top10_POS.mzXML:3636###Urine_37_Top10_POS.mzXML:3690###Urine_37_Top10_POS.mzXML:3823###Urine_37_Top10_POS.mzXML:4187###Urine_37_Top10_POS.mzXML:4305###Urine_37_Top10_POS.mzXML:4356###Urine_37_Top10_POS.mzXML:4472###Urine_37_Top10_POS.mzXML:4540###Urine_37_Top10_POS.mzXML:4701###Urine_37_Top10_POS.mzXML:4810###Urine_37_Top10_POS.mzXML:4920###Urine_37_Top10_POS.mzXML:5013###Urine_37_Top10_POS.mzXML:5030###Urine_37_Top10_POS.mzXML:5119###Urine_37_Top10_POS.mzXML:5135###Urine_37_Top10_POS.mzXML:5238###Urine_37_Top10_POS.mzXML:5343###Urine_37_Top10_POS.mzXML:5448###Urine_37_Top10_POS.mzXML:5549###Urine_37_Top10_POS.mzXML:5658###Urine_37_Top10_POS.mzXML:5769###Urine_37_Top10_POS.mzXML:5788###Urine_37_Top10_POS.mzXML:5885###Urine_37_Top10_POS.mzXML:5897###Urine_37_Top10_POS.mzXML:5991###Urine_37_Top10_POS.mzXML:6004###Urine_37_Top10_POS.mzXML:6095###Urine_37_Top10_POS.mzXML:6200###Urine_37_Top10_POS.mzXML:6305###Urine_37_Top10_POS.mzXML:6409###Urine_37_Top10_POS.mzXML:6506###Urine_37_Top10_POS.mzXML:6601###Urine_37_Top10_POS.mzXML:6697###Urine_37_Top10_POS.mzXML:6792###Urine_37_Top10_POS.mzXML:6884###Urine_37_Top10_POS.mzXML:6972###Urine_37_Top10_POS.mzXML:7056###Urine_37_Top10_POS.mzXML:7140###Urine_37_Top10_POS.mzXML:7215###Urine_37_Top10_POS.mzXML:7294###Urine_37_Top10_POS.mzXML:7373###Urine_37_Top10_POS.mzXML:7457###Urine_37_Top10_POS.mzXML:7544###Urine_37_Top10_POS.mzXML:7627###Urine_37_Top10_POS.mzXML:7704###Urine_37_Top10_POS.mzXML:7779###Urine_37_Top10_POS.mzXML:7855###Urine_37_Top10_POS.mzXML:7928###Urine_37_Top10_POS.mzXML:8004###Urine_37_Top10_POS.mzXML:8092###Urine_37_Top10_POS.mzXML:8179###Urine_37_Top10_POS.mzXML:8254###Urine_37_Top10_POS.mzXML:8329###Urine_37_Top10_POS.mzXML:8421###Urine_37_Top10_POS.mzXML:8517###Urine_37_Top10_POS.mzXML:8615###Urine_37_Top10_POS.mzXML:8709###Urine_37_Top10_POS.mzXML:8800###Urine_37_Top10_POS.mzXML:8885###Urine_37_Top10_POS.mzXML:8962###Urine_37_Top10_POS.mzXML:9038###Urine_37_Top10_POS.mzXML:9114###Urine_64_Top10_POS.mzXML:6###Urine_64_Top10_POS.mzXML:88###Urine_64_Top10_POS.mzXML:168###Urine_64_Top10_POS.mzXML:250###Urine_64_Top10_POS.mzXML:332###Urine_64_Top10_POS.mzXML:414###Urine_64_Top10_POS.mzXML:495###Urine_64_Top10_POS.mzXML:573###Urine_64_Top10_POS.mzXML:653###Urine_64_Top10_POS.mzXML:733###Urine_64_Top10_POS.mzXML:813###Urine_64_Top10_POS.mzXML:892###Urine_64_Top10_POS.mzXML:969###Urine_64_Top10_POS.mzXML:1047###Urine_64_Top10_POS.mzXML:1131###Urine_64_Top10_POS.mzXML:1225###Urine_64_Top10_POS.mzXML:1442###Urine_64_Top10_POS.mzXML:1553###Urine_64_Top10_POS.mzXML:1662###Urine_64_Top10_POS.mzXML:1773###Urine_64_Top10_POS.mzXML:1894###Urine_64_Top10_POS.mzXML:2014###Urine_64_Top10_POS.mzXML:2127###Urine_64_Top10_POS.mzXML:2248###Urine_64_Top10_POS.mzXML:2369###Urine_64_Top10_POS.mzXML:2494###Urine_64_Top10_POS.mzXML:2613###Urine_64_Top10_POS.mzXML:2732###Urine_64_Top10_POS.mzXML:2853###Urine_64_Top10_POS.mzXML:2976###Urine_64_Top10_POS.mzXML:3093###Urine_64_Top10_POS.mzXML:3217###Urine_64_Top10_POS.mzXML:3345###Urine_64_Top10_POS.mzXML:3465###Urine_64_Top10_POS.mzXML:3585###Urine_64_Top10_POS.mzXML:3707###Urine_64_Top10_POS.mzXML:3810###Urine_64_Top10_POS.mzXML:3828###Urine_64_Top10_POS.mzXML:3950###Urine_64_Top10_POS.mzXML:3965###Urine_64_Top10_POS.mzXML:4059###Urine_64_Top10_POS.mzXML:4082###Urine_64_Top10_POS.mzXML:4190###Urine_64_Top10_POS.mzXML:4191###Urine_64_Top10_POS.mzXML:4299###Urine_64_Top10_POS.mzXML:4375###Urine_64_Top10_POS.mzXML:4404###Urine_64_Top10_POS.mzXML:4478###Urine_64_Top10_POS.mzXML:4509###Urine_64_Top10_POS.mzXML:4612###Urine_64_Top10_POS.mzXML:4712###Urine_64_Top10_POS.mzXML:4804###Urine_64_Top10_POS.mzXML:4901###Urine_64_Top10_POS.mzXML:4992###Urine_64_Top10_POS.mzXML:5084###Urine_64_Top10_POS.mzXML:5178###Urine_64_Top10_POS.mzXML:5266###Urine_64_Top10_POS.mzXML:5356###Urine_64_Top10_POS.mzXML:5453###Urine_64_Top10_POS.mzXML:5511###Urine_64_Top10_POS.mzXML:5550###Urine_64_Top10_POS.mzXML:5610###Urine_64_Top10_POS.mzXML:5644###Urine_64_Top10_POS.mzXML:5738###Urine_64_Top10_POS.mzXML:5835###Urine_64_Top10_POS.mzXML:5931###Urine_64_Top10_POS.mzXML:6017###Urine_64_Top10_POS.mzXML:6099###Urine_64_Top10_POS.mzXML:6180###Urine_64_Top10_POS.mzXML:6260###Urine_64_Top10_POS.mzXML:6338###Urine_64_Top10_POS.mzXML:6420###Urine_64_Top10_POS.mzXML:6500###Urine_64_Top10_POS.mzXML:6580###Urine_64_Top10_POS.mzXML:6660###Urine_64_Top10_POS.mzXML:6735###Urine_64_Top10_POS.mzXML:6806###Urine_64_Top10_POS.mzXML:6876###Urine_64_Top10_POS.mzXML:6950###Urine_64_Top10_POS.mzXML:7026###Urine_64_Top10_POS.mzXML:7105###Urine_64_Top10_POS.mzXML:7179###Urine_64_Top10_POS.mzXML:7252###Urine_64_Top10_POS.mzXML:7325###Urine_64_Top10_POS.mzXML:7397###Urine_64_Top10_POS.mzXML:7472###Urine_64_Top10_POS.mzXML:7554###Urine_64_Top10_POS.mzXML:7641###Urine_64_Top10_POS.mzXML:7725###Urine_64_Top10_POS.mzXML:7796###Urine_64_Top10_POS.mzXML:7869###Urine_64_Top10_POS.mzXML:7953###Urine_64_Top10_POS.mzXML:8044###Urine_64_Top10_POS.mzXML:8131###Urine_64_Top10_POS.mzXML:8220###Urine_64_Top10_POS.mzXML:8300###Urine_64_Top10_POS.mzXML:8369###Urine_64_Top10_POS.mzXML:8438###Urine_64_Top10_POS.mzXML:8505###	 	G1,G2,	730.340986701	409.370053627	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1223	2	1
1224	2	224.137	0	224.137	4.17056e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:4592###Urine_37_Top10_POS.mzXML:4655###	 	G1,	680.882	6.56902199722	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1224	1	1
1225	4	224.128	0	224.128	8.70996e+06	1	3	0	0	0	0	Urine_37_Top10_POS.mzXML:1405###Urine_64_Top10_POS.mzXML:1250###Urine_64_Top10_POS.mzXML:1261###Urine_64_Top10_POS.mzXML:1332###	 	G1,G2,	240.0085	5.4603168101	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1225	2	1
1227	2	224.19	0	224.19	3.63762e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:3942###Urine_37_Top10_POS.mzXML:4068###	 	G1,	594.5865	12.1332452584	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1227	1	1
1228	6	225.124	0	225.124	2.05739e+07	3	3	0	0	0	0	Urine_37_Top10_POS.mzXML:4069###Urine_37_Top10_POS.mzXML:4184###Urine_37_Top10_POS.mzXML:5889###Urine_64_Top10_POS.mzXML:3853###Urine_64_Top10_POS.mzXML:3969###Urine_64_Top10_POS.mzXML:5599###	 	G1,G2,	696.6875	134.97191824	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1228	2	0
1232	3	226.04	0	226.04	3.44977e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4024###Urine_37_Top10_POS.mzXML:4139###Urine_64_Top10_POS.mzXML:3865###	 	G1,G2,	603.923666667	8.29595831314	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1232	2	0
1235	2	226.08	0	226.08	1.32838e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3277###Urine_64_Top10_POS.mzXML:3076###	 	G1,G2,	495.1765	3.03560941163	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1235	2	0
1236	2	226.11	0	226.11	1.50316e+06	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:1568###Urine_64_Top10_POS.mzXML:1691###	 	G2,	291.7385	12.4655854455	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1236	1	0
1238	4	226.13	0	226.13	6.96399e+06	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:2978###Urine_37_Top10_POS.mzXML:3096###Urine_64_Top10_POS.mzXML:2824###Urine_64_Top10_POS.mzXML:2943###	 	G1,G2,	466.16	9.26379770936	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1238	2	1
1241	5	226.151	0	226.151	2.44162e+06	2	3	0	0	0	0	Urine_37_Top10_POS.mzXML:5851###Urine_37_Top10_POS.mzXML:5971###Urine_64_Top10_POS.mzXML:5547###Urine_64_Top10_POS.mzXML:5640###Urine_64_Top10_POS.mzXML:5735###	 	G1,G2,	876.5876	13.1313728452	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1241	2	1
1242	4	227.108	0	227.108	2.23184e+06	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:1439###Urine_37_Top10_POS.mzXML:1551###Urine_64_Top10_POS.mzXML:1315###Urine_64_Top10_POS.mzXML:1372###	 	G1,G2,	251.039	7.67412739882	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1242	2	1
1243	10	227.144	0	227.144	2.87857e+09	5	5	0	0	0	0	Urine_37_Top10_POS.mzXML:3129###Urine_37_Top10_POS.mzXML:3197###Urine_37_Top10_POS.mzXML:3201###Urine_37_Top10_POS.mzXML:3286###Urine_37_Top10_POS.mzXML:3324###Urine_64_Top10_POS.mzXML:3033###Urine_64_Top10_POS.mzXML:3045###Urine_64_Top10_POS.mzXML:3080###Urine_64_Top10_POS.mzXML:3196###Urine_64_Top10_POS.mzXML:3326###	 	G1,G2,	495.9431	14.2152169675	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1243	2	0
1244	29	227.122	0	227.122	4.07161e+07	11	18	0	0	0	0	Urine_37_Top10_POS.mzXML:1923###Urine_37_Top10_POS.mzXML:2044###Urine_37_Top10_POS.mzXML:2111###Urine_37_Top10_POS.mzXML:2227###Urine_37_Top10_POS.mzXML:2398###Urine_37_Top10_POS.mzXML:2692###Urine_37_Top10_POS.mzXML:2723###Urine_37_Top10_POS.mzXML:2811###Urine_37_Top10_POS.mzXML:2842###Urine_37_Top10_POS.mzXML:2933###Urine_37_Top10_POS.mzXML:2966###Urine_64_Top10_POS.mzXML:1700###Urine_64_Top10_POS.mzXML:1702###Urine_64_Top10_POS.mzXML:1764###Urine_64_Top10_POS.mzXML:1820###Urine_64_Top10_POS.mzXML:1823###Urine_64_Top10_POS.mzXML:1886###Urine_64_Top10_POS.mzXML:1943###Urine_64_Top10_POS.mzXML:2007###Urine_64_Top10_POS.mzXML:2065###Urine_64_Top10_POS.mzXML:2130###Urine_64_Top10_POS.mzXML:2186###Urine_64_Top10_POS.mzXML:2262###Urine_64_Top10_POS.mzXML:2306###Urine_64_Top10_POS.mzXML:2426###Urine_64_Top10_POS.mzXML:2543###Urine_64_Top10_POS.mzXML:2667###Urine_64_Top10_POS.mzXML:2789###Urine_64_Top10_POS.mzXML:2913###	 	G1,G2,	377.511448276	53.5758290554	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1244	2	0
1245	2	227.11	0	227.11	2.1116e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4344###Urine_64_Top10_POS.mzXML:4138###	 	G1,G2,	640.5525	0.10111626971	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1245	2	1
1248	3	227.137	0	227.137	1.82038e+06	0	3	0	0	0	0	Urine_64_Top10_POS.mzXML:1586###Urine_64_Top10_POS.mzXML:1652###Urine_64_Top10_POS.mzXML:2440###	 	G2,	328.97	67.2554667518	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1248	1	0
1249	4	228.086	0	228.086	5.71237e+06	4	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1590###Urine_37_Top10_POS.mzXML:1698###Urine_37_Top10_POS.mzXML:1703###Urine_37_Top10_POS.mzXML:1823###	 	G1,	283.1045	13.6705483309	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1249	1	0
1250	3	228.09	0	228.09	4.36382e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3602###Urine_64_Top10_POS.mzXML:3347###Urine_64_Top10_POS.mzXML:3464###	 	G1,G2,	539.17	8.5257375634	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1250	2	0
1253	7	228.121	0	228.121	9.67654e+07	3	4	0	0	0	0	Urine_37_Top10_POS.mzXML:3142###Urine_37_Top10_POS.mzXML:3165###Urine_37_Top10_POS.mzXML:3292###Urine_64_Top10_POS.mzXML:2984###Urine_64_Top10_POS.mzXML:3005###Urine_64_Top10_POS.mzXML:3129###Urine_64_Top10_POS.mzXML:3179###	 	G1,G2,	490.364714286	11.4130358467	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1253	2	1
1254	2	228.161	0	228.161	557942	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:6027###Urine_37_Top10_POS.mzXML:6071###	 	G1,	893.002	4.5778093014	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1254	1	1
1255	4	228.145	0	228.145	965302	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:7281###Urine_37_Top10_POS.mzXML:7360###Urine_64_Top10_POS.mzXML:6864###Urine_64_Top10_POS.mzXML:6938###	 	G1,G2,	1109.6275	10.3489335199	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1255	2	1
1257	55	229.131	0	229.131	7.10561e+09	32	23	0	0	0	0	Urine_37_Top10_POS.mzXML:2962###Urine_37_Top10_POS.mzXML:3082###Urine_37_Top10_POS.mzXML:3189###Urine_37_Top10_POS.mzXML:3199###Urine_37_Top10_POS.mzXML:3203###Urine_37_Top10_POS.mzXML:3250###Urine_37_Top10_POS.mzXML:3445###Urine_37_Top10_POS.mzXML:3566###Urine_37_Top10_POS.mzXML:3618###Urine_37_Top10_POS.mzXML:3687###Urine_37_Top10_POS.mzXML:3727###Urine_37_Top10_POS.mzXML:3748###Urine_37_Top10_POS.mzXML:3806###Urine_37_Top10_POS.mzXML:3819###Urine_37_Top10_POS.mzXML:3855###Urine_37_Top10_POS.mzXML:3874###Urine_37_Top10_POS.mzXML:3941###Urine_37_Top10_POS.mzXML:3985###Urine_37_Top10_POS.mzXML:4062###Urine_37_Top10_POS.mzXML:4087###Urine_37_Top10_POS.mzXML:4105###Urine_37_Top10_POS.mzXML:4188###Urine_37_Top10_POS.mzXML:4205###Urine_37_Top10_POS.mzXML:4228###Urine_37_Top10_POS.mzXML:4330###Urine_37_Top10_POS.mzXML:4528###Urine_37_Top10_POS.mzXML:4532###Urine_37_Top10_POS.mzXML:4596###Urine_37_Top10_POS.mzXML:4646###Urine_37_Top10_POS.mzXML:4836###Urine_37_Top10_POS.mzXML:4966###Urine_37_Top10_POS.mzXML:5081###Urine_64_Top10_POS.mzXML:2700###Urine_64_Top10_POS.mzXML:2816###Urine_64_Top10_POS.mzXML:2937###Urine_64_Top10_POS.mzXML:3062###Urine_64_Top10_POS.mzXML:3112###Urine_64_Top10_POS.mzXML:3195###Urine_64_Top10_POS.mzXML:3321###Urine_64_Top10_POS.mzXML:3430###Urine_64_Top10_POS.mzXML:3432###Urine_64_Top10_POS.mzXML:3438###Urine_64_Top10_POS.mzXML:3551###Urine_64_Top10_POS.mzXML:3552###Urine_64_Top10_POS.mzXML:3672###Urine_64_Top10_POS.mzXML:3673###Urine_64_Top10_POS.mzXML:3681###Urine_64_Top10_POS.mzXML:3793###Urine_64_Top10_POS.mzXML:3795###Urine_64_Top10_POS.mzXML:3895###Urine_64_Top10_POS.mzXML:3903###Urine_64_Top10_POS.mzXML:3940###Urine_64_Top10_POS.mzXML:4003###Urine_64_Top10_POS.mzXML:4013###Urine_64_Top10_POS.mzXML:4125###	 	G1,G2,	574.255381818	70.1015850039	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1257	2	0
1258	5	229.146	0	229.146	3.29872e+06	3	2	0	0	0	0	Urine_37_Top10_POS.mzXML:1441###Urine_37_Top10_POS.mzXML:1553###Urine_37_Top10_POS.mzXML:1615###Urine_64_Top10_POS.mzXML:1293###Urine_64_Top10_POS.mzXML:1398###	 	G1,G2,	255.178	11.7302326277	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1258	2	0
1269	25	230.141	0	230.141	4.969e+08	13	12	0	0	0	0	Urine_37_Top10_POS.mzXML:2967###Urine_37_Top10_POS.mzXML:3023###Urine_37_Top10_POS.mzXML:3087###Urine_37_Top10_POS.mzXML:3152###Urine_37_Top10_POS.mzXML:3206###Urine_37_Top10_POS.mzXML:3278###Urine_37_Top10_POS.mzXML:3336###Urine_37_Top10_POS.mzXML:3605###Urine_37_Top10_POS.mzXML:3723###Urine_37_Top10_POS.mzXML:3804###Urine_37_Top10_POS.mzXML:3853###Urine_37_Top10_POS.mzXML:3933###Urine_37_Top10_POS.mzXML:4048###Urine_64_Top10_POS.mzXML:2792###Urine_64_Top10_POS.mzXML:2911###Urine_64_Top10_POS.mzXML:3027###Urine_64_Top10_POS.mzXML:3034###Urine_64_Top10_POS.mzXML:3058###Urine_64_Top10_POS.mzXML:3173###Urine_64_Top10_POS.mzXML:3434###Urine_64_Top10_POS.mzXML:3526###Urine_64_Top10_POS.mzXML:3603###Urine_64_Top10_POS.mzXML:3652###Urine_64_Top10_POS.mzXML:3690###Urine_64_Top10_POS.mzXML:3807###	 	G1,G2,	523.59496	48.0152863458	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1269	2	1
1270	7	230.155	0	230.155	5.35071e+07	5	2	0	0	0	0	Urine_37_Top10_POS.mzXML:4812###Urine_37_Top10_POS.mzXML:4813###Urine_37_Top10_POS.mzXML:4918###Urine_37_Top10_POS.mzXML:4922###Urine_37_Top10_POS.mzXML:5029###Urine_64_Top10_POS.mzXML:4678###Urine_64_Top10_POS.mzXML:4772###	 	G1,G2,	723.265428571	12.144100596	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1270	2	1
1271	44	230.126	0	230.126	3.1905e+07	22	22	0	0	0	0	Urine_37_Top10_POS.mzXML:17###Urine_37_Top10_POS.mzXML:110###Urine_37_Top10_POS.mzXML:197###Urine_37_Top10_POS.mzXML:290###Urine_37_Top10_POS.mzXML:381###Urine_37_Top10_POS.mzXML:473###Urine_37_Top10_POS.mzXML:565###Urine_37_Top10_POS.mzXML:656###Urine_37_Top10_POS.mzXML:746###Urine_37_Top10_POS.mzXML:839###Urine_37_Top10_POS.mzXML:926###Urine_37_Top10_POS.mzXML:1015###Urine_37_Top10_POS.mzXML:1102###Urine_37_Top10_POS.mzXML:1189###Urine_37_Top10_POS.mzXML:1288###Urine_37_Top10_POS.mzXML:1360###Urine_37_Top10_POS.mzXML:8460###Urine_37_Top10_POS.mzXML:8557###Urine_37_Top10_POS.mzXML:8652###Urine_37_Top10_POS.mzXML:8749###Urine_37_Top10_POS.mzXML:8839###Urine_37_Top10_POS.mzXML:8920###Urine_64_Top10_POS.mzXML:19###Urine_64_Top10_POS.mzXML:103###Urine_64_Top10_POS.mzXML:185###Urine_64_Top10_POS.mzXML:267###Urine_64_Top10_POS.mzXML:350###Urine_64_Top10_POS.mzXML:430###Urine_64_Top10_POS.mzXML:510###Urine_64_Top10_POS.mzXML:588###Urine_64_Top10_POS.mzXML:669###Urine_64_Top10_POS.mzXML:749###Urine_64_Top10_POS.mzXML:830###Urine_64_Top10_POS.mzXML:908###Urine_64_Top10_POS.mzXML:987###Urine_64_Top10_POS.mzXML:1068###Urine_64_Top10_POS.mzXML:1160###Urine_64_Top10_POS.mzXML:1257###Urine_64_Top10_POS.mzXML:7978###Urine_64_Top10_POS.mzXML:8069###Urine_64_Top10_POS.mzXML:8155###Urine_64_Top10_POS.mzXML:8241###Urine_64_Top10_POS.mzXML:8316###Urine_64_Top10_POS.mzXML:8384###	 	G1,G2,	458.960009545	563.269816262	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1271	2	1
1272	4	231.1	0	231.1	5.96097e+06	4	0	0	0	0	0	Urine_37_Top10_POS.mzXML:4846###Urine_37_Top10_POS.mzXML:4855###Urine_37_Top10_POS.mzXML:4907###Urine_37_Top10_POS.mzXML:4926###	 	G1,	719.06675	5.6526169382	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1272	1	1
1275	8	231.104	0	231.104	9.76815e+06	6	2	0	0	0	0	Urine_37_Top10_POS.mzXML:1638###Urine_37_Top10_POS.mzXML:1779###Urine_37_Top10_POS.mzXML:1899###Urine_37_Top10_POS.mzXML:2021###Urine_37_Top10_POS.mzXML:2561###Urine_37_Top10_POS.mzXML:2701###Urine_64_Top10_POS.mzXML:1730###Urine_64_Top10_POS.mzXML:1877###	 	G1,G2,	332.546875	51.674556534	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1275	2	1
1277	6	231.156	0	231.156	8.31739e+06	4	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3054###Urine_37_Top10_POS.mzXML:3219###Urine_37_Top10_POS.mzXML:3716###Urine_37_Top10_POS.mzXML:3735###Urine_64_Top10_POS.mzXML:2885###Urine_64_Top10_POS.mzXML:3664###	 	G1,G2,	518.9795	49.3053775069	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1277	2	0
1281	2	231.181	0	231.181	585820	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:5551###Urine_37_Top10_POS.mzXML:5663###	 	G1,	827.9885	12.0667772209	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1281	1	0
